127.0.0.1 - - [18/Jan/2023:09:39:04 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [18/Jan/2023:09:39:07 +0900] "GET /JSP_Gall/jsp/main.jsp HTTP/1.1" 200 7035
0:0:0:0:0:0:0:1 - - [18/Jan/2023:09:39:07 +0900] "GET /JSP_Gall/jsp/image/drop-down-arrow.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:09:39:07 +0900] "GET /JSP_Gall/jsp/image/left.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:09:39:07 +0900] "GET /JSP_Gall/jsp/image/test.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:09:39:07 +0900] "GET /JSP_Gall/jsp/image/right-arrow.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:09:39:07 +0900] "GET /JSP_Gall/jsp/image/play-button.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:09:39:07 +0900] "GET /JSP_Gall/jsp/image/play-button2.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:09:39:07 +0900] "GET /JSP_Gall/jsp/image/check2.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:09:39:07 +0900] "GET /JSP_Gall/jsp/image/check.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:09:39:07 +0900] "GET /JSP_Gall/jsp/image/bell.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:09:39:07 +0900] "GET /JSP_Gall/jsp/image/play.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:09:39:07 +0900] "GET /JSP_Gall/jsp/image/digital1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:09:39:07 +0900] "GET /JSP_Gall/jsp/image/search.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:09:39:07 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:35:37 +0900] "GET /JSP_Mall/jsp/home.jsp HTTP/1.1" 200 990
