127.0.0.1 - - [14/Feb/2023:09:34:46 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [14/Feb/2023:09:34:48 +0900] "GET /JSP_Gall/jsp/image/digital1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Feb/2023:09:34:48 +0900] "GET /JSP_Gall/jsp/image/play2.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Feb/2023:09:34:48 +0900] "GET /JSP_Gall/jsp/image/bell.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Feb/2023:09:34:48 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [14/Feb/2023:09:35:58 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [14/Feb/2023:09:36:40 +0900] "GET /JSP_Gall/jsp/main.jsp HTTP/1.1" 200 13520
0:0:0:0:0:0:0:1 - - [14/Feb/2023:09:36:49 +0900] "GET /JSP_Gall/jsp/main.jsp HTTP/1.1" 200 13520
0:0:0:0:0:0:0:1 - - [14/Feb/2023:09:36:57 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=9 HTTP/1.1" 200 11454
0:0:0:0:0:0:0:1 - - [14/Feb/2023:09:36:57 +0900] "GET /JSP_Gall/jsp/image/samsunglions_new_temp2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Feb/2023:09:36:57 +0900] "GET /JSP_Gall/jsp/image/pencil2.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Feb/2023:09:44:28 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=9 HTTP/1.1" 200 11515
0:0:0:0:0:0:0:1 - - [14/Feb/2023:09:49:25 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=9 HTTP/1.1" 200 11645
0:0:0:0:0:0:0:1 - - [14/Feb/2023:09:50:12 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=9 HTTP/1.1" 200 11668
0:0:0:0:0:0:0:1 - - [14/Feb/2023:09:50:23 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=9 HTTP/1.1" 200 11691
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:12:28 +0900] "GET /JSP_Gall/jsp/write.jsp?idx=9 HTTP/1.1" 500 2301
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:14:38 +0900] "GET /JSP_Gall/jsp/main.jsp HTTP/1.1" 200 13760
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:14:43 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=9 HTTP/1.1" 200 11691
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:14:45 +0900] "GET /JSP_Gall/jsp/write.jsp?idx=9 HTTP/1.1" 200 7672
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:14:50 +0900] "POST /JSP_Gall/jsp/upload.jsp?idx=9 HTTP/1.1" 200 98
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:16:04 +0900] "GET /JSP_Gall/jsp/write.jsp?idx=9 HTTP/1.1" 200 7686
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:16:13 +0900] "GET /JSP_Gall/jsp/write.jsp?idx=9 HTTP/1.1" 200 7686
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:16:37 +0900] "GET /JSP_Gall/jsp/write.jsp?idx=9 HTTP/1.1" 200 7686
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:16:44 +0900] "GET /JSP_Gall/jsp/write.jsp?idx=9 HTTP/1.1" 200 7686
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:19:14 +0900] "GET /JSP_Gall/jsp/write.jsp?idx=9 HTTP/1.1" 200 7681
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:19:33 +0900] "GET /JSP_Gall/jsp/write.jsp?idx=9 HTTP/1.1" 200 7681
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:19:42 +0900] "GET /JSP_Gall/jsp/write.jsp?idx=9 HTTP/1.1" 200 7681
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:19:50 +0900] "GET /JSP_Gall/jsp/write.jsp?idx=9 HTTP/1.1" 200 7681
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:19:53 +0900] "GET /JSP_Gall/jsp/main.jsp HTTP/1.1" 200 13755
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:20:01 +0900] "GET /JSP_Gall/jsp/main.jsp HTTP/1.1" 200 13755
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:21:45 +0900] "GET /JSP_Gall/jsp/main.jsp HTTP/1.1" 200 13742
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:21:53 +0900] "GET /JSP_Gall/jsp/main.jsp HTTP/1.1" 200 13742
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:22:02 +0900] "GET /JSP_Gall/jsp/main.jsp HTTP/1.1" 200 13742
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:22:24 +0900] "GET /JSP_Gall/jsp/main.jsp HTTP/1.1" 200 13742
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:22:46 +0900] "GET /JSP_Gall/jsp/main.jsp HTTP/1.1" 200 13723
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:28:16 +0900] "GET /JSP_Gall/jsp/main.jsp HTTP/1.1" 200 13962
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:29:30 +0900] "GET /JSP_Gall/jsp/main.jsp HTTP/1.1" 200 14079
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:30:04 +0900] "GET /JSP_Gall/jsp/main.jsp HTTP/1.1" 200 14061
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:30:29 +0900] "GET /JSP_Gall/jsp/main.jsp HTTP/1.1" 200 14060
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:30:37 +0900] "GET /JSP_Gall/jsp/main.jsp HTTP/1.1" 200 14060
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:34:33 +0900] "GET /JSP_Gall/jsp/main.jsp HTTP/1.1" 200 14074
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:35:17 +0900] "GET /JSP_Gall/jsp/main.jsp HTTP/1.1" 200 14092
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:36:29 +0900] "GET /JSP_Gall/jsp/main.jsp HTTP/1.1" 200 14111
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:38:03 +0900] "GET /JSP_Gall/jsp/main.jsp HTTP/1.1" 200 14144
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:38:38 +0900] "GET /JSP_Gall/jsp/main.jsp HTTP/1.1" 200 14179
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:39:18 +0900] "GET /JSP_Gall/jsp/main.jsp HTTP/1.1" 200 14161
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:40:37 +0900] "GET /JSP_Gall/jsp/main.jsp HTTP/1.1" 200 14143
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:40:57 +0900] "GET /JSP_Gall/jsp/main.jsp HTTP/1.1" 200 14159
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:41:39 +0900] "GET /JSP_Gall/jsp/main.jsp HTTP/1.1" 200 14157
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:41:49 +0900] "GET /JSP_Gall/jsp/main.jsp HTTP/1.1" 200 14157
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:42:23 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=1 HTTP/1.1" 200 12508
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:42:23 +0900] "GET /JSP_Gall/jsp/image/chat.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:42:23 +0900] "GET /JSP_Gall/jsp/image/fix_nik.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:42:30 +0900] "GET /JSP_Gall/jsp/main.jsp HTTP/1.1" 200 14365
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:42:31 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=9 HTTP/1.1" 200 12001
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:44:07 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=9 HTTP/1.1" 200 12064
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:44:57 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=9 HTTP/1.1" 200 12122
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:45:12 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=9 HTTP/1.1" 200 12121
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:46:02 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=9 HTTP/1.1" 200 12126
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:47:19 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=9 HTTP/1.1" 200 12112
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:48:01 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=9 HTTP/1.1" 200 12160
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:48:18 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=9 HTTP/1.1" 200 12160
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:48:22 +0900] "GET /JSP_Gall/jsp/loginForm.jsp?url=http://localhost:9010/JSP_Gall/jsp/gallMain.jsp?idx=9 HTTP/1.1" 200 1848
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:48:22 +0900] "GET /JSP_Gall/jsp/image/banner1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:48:23 +0900] "POST /JSP_Gall/jsp/checkID.jsp?url=http://localhost:9010/JSP_Gall/jsp/gallMain.jsp?idx=9 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:48:23 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=9 HTTP/1.1" 200 12264
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:48:23 +0900] "GET /JSP_Gall/jsp/image/right-arrow3.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:48:31 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=9 HTTP/1.1" 200 12264
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:48:48 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=9 HTTP/1.1" 200 12264
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:49:00 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=9 HTTP/1.1" 200 12264
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:49:20 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=9 HTTP/1.1" 200 12246
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:49:45 +0900] "GET /JSP_Gall/jsp/write.jsp?idx=9 HTTP/1.1" 200 7970
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:49:54 +0900] "POST /JSP_Gall/jsp/upload.jsp?idx=9 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:49:54 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=9 HTTP/1.1" 200 12566
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:50:00 +0900] "GET /JSP_Gall/jsp/result.jsp?idx=9&p_idx=37 HTTP/1.1" 200 15507
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:50:00 +0900] "GET /JSP_Gall/jsp/image/star2.png HTTP/1.1" 200 13964
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:50:00 +0900] "GET /JSP_Gall/jsp/image/down-arrow.png HTTP/1.1" 200 5167
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:50:00 +0900] "GET /JSP_Gall/jsp/image/arrow-up.png HTTP/1.1" 200 4303
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:56:54 +0900] "GET /JSP_Gall/jsp/result.jsp?idx=9&p_idx=37 HTTP/1.1" 200 15523
0:0:0:0:0:0:0:1 - - [14/Feb/2023:10:57:35 +0900] "GET /JSP_Gall/jsp/result.jsp?idx=9&p_idx=37 HTTP/1.1" 200 15520
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:05:18 +0900] "GET /JSP_Gall/jsp/main.jsp HTTP/1.1" 200 14445
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:05:22 +0900] "GET /JSP_Gall/jsp/result.jsp?idx=1&p_idx=10 HTTP/1.1" 200 15838
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:05:22 +0900] "GET /JSP_Gall/jsp/image/star3.png HTTP/1.1" 200 22054
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:05:28 +0900] "GET /JSP_Gall/jsp/main.jsp HTTP/1.1" 200 14445
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:05:29 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=8 HTTP/1.1" 200 12407
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:05:29 +0900] "GET /JSP_Gall/jsp/image/null HTTP/1.1" 404 842
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:05:38 +0900] "GET /JSP_Gall/jsp/image/null HTTP/1.1" 404 842
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:09:56 +0900] "GET /JSP_Gall/jsp/main.jsp HTTP/1.1" 200 14633
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:09:57 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=8 HTTP/1.1" 200 12407
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:09:57 +0900] "GET /JSP_Gall/jsp/image/null HTTP/1.1" 404 842
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:11:58 +0900] "GET /JSP_Gall/jsp/main.jsp HTTP/1.1" 200 14633
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:11:59 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=8 HTTP/1.1" 200 12411
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:11:59 +0900] "GET /JSP_Gall/jsp/image/null.png HTTP/1.1" 200 12794
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:12:33 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=9 HTTP/1.1" 200 12764
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:12:35 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=9 HTTP/1.1" 200 12764
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:12:37 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=8 HTTP/1.1" 200 12411
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:12:37 +0900] "GET /JSP_Gall/jsp/image/null.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:13:01 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=8 HTTP/1.1" 200 12412
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:13:01 +0900] "GET /JSP_Gall/jsp/image/null.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:13:32 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=9 HTTP/1.1" 200 12765
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:13:48 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=9 HTTP/1.1" 200 12764
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:14:09 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=9 HTTP/1.1" 200 12765
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:14:11 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=8 HTTP/1.1" 200 12412
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:14:11 +0900] "GET /JSP_Gall/jsp/image/null.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:16:31 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=8 HTTP/1.1" 200 12511
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:16:31 +0900] "GET /JSP_Gall/jsp/image/null.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:16:51 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=8 HTTP/1.1" 200 12513
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:17:33 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=8 HTTP/1.1" 200 12522
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:17:33 +0900] "GET /JSP_Gall/jsp/image/null.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:18:32 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=9 HTTP/1.1" 200 12854
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:18:34 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=8 HTTP/1.1" 200 12530
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:18:34 +0900] "GET /JSP_Gall/jsp/image/null.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:18:37 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=9 HTTP/1.1" 200 12854
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:18:38 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=8 HTTP/1.1" 200 12530
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:18:39 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=9 HTTP/1.1" 200 12854
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:18:39 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=8 HTTP/1.1" 200 12530
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:19:00 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=8 HTTP/1.1" 200 12567
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:21:31 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=8 HTTP/1.1" 200 12554
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:21:31 +0900] "GET /JSP_Gall/jsp/image/null.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:21:38 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=9 HTTP/1.1" 200 12889
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:21:47 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=8 HTTP/1.1" 200 12554
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:22:23 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=8 HTTP/1.1" 200 12577
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:22:35 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=8 HTTP/1.1" 200 12592
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:22:43 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=8 HTTP/1.1" 200 12592
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:22:43 +0900] "GET /JSP_Gall/jsp/image/null.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:23:52 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=8 HTTP/1.1" 200 12599
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:23:52 +0900] "GET /JSP_Gall/jsp/image/no-pictures.png HTTP/1.1" 200 41658
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:25:42 +0900] "GET /JSP_Gall/jsp/main.jsp HTTP/1.1" 200 14633
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:26:12 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=8 HTTP/1.1" 200 12599
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:26:12 +0900] "GET /JSP_Gall/jsp/image/no-pictures.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:26:19 +0900] "GET /JSP_Gall/jsp/main.jsp HTTP/1.1" 200 14633
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:26:24 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=8 HTTP/1.1" 200 12599
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:26:35 +0900] "GET /JSP_Gall/jsp/write.jsp?idx=8 HTTP/1.1" 200 8155
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:26:39 +0900] "GET /JSP_Gall/jsp/logout.jsp?url=http://localhost:9010/JSP_Gall/jsp/gallMain.jsp?idx=8 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:26:39 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=8 HTTP/1.1" 200 12058
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:26:39 +0900] "GET /JSP_Gall/jsp/image/no-pictures.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:26:41 +0900] "GET /JSP_Gall/jsp/write.jsp?idx=8 HTTP/1.1" 200 7748
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:26:43 +0900] "POST /JSP_Gall/jsp/upload.jsp?idx=8 HTTP/1.1" 200 98
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:26:52 +0900] "POST /JSP_Gall/jsp/upload.jsp?idx=8 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:26:52 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=8 HTTP/1.1" 200 12359
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:26:57 +0900] "GET /JSP_Gall/jsp/result.jsp?idx=8&p_idx=38 HTTP/1.1" 200 15144
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:27:11 +0900] "POST /JSP_Gall/jsp/addReply.jsp HTTP/1.1" 200 99
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:27:15 +0900] "POST /JSP_Gall/jsp/addReply.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:27:15 +0900] "GET /JSP_Gall/jsp/result.jsp?idx=8&p_idx=38 HTTP/1.1" 200 15770
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:27:17 +0900] "GET /JSP_Gall/jsp/image/down.png HTTP/1.1" 200 1927
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:27:39 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=8&post=reco HTTP/1.1" 200 12078
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:27:39 +0900] "GET /JSP_Gall/jsp/image/no-pictures.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:27:42 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=8 HTTP/1.1" 200 12359
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:27:59 +0900] "GET /JSP_Gall/jsp/main.jsp HTTP/1.1" 200 14137
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:28:10 +0900] "GET /JSP_Gall/jsp/minor.jsp HTTP/1.1" 200 8621
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:28:10 +0900] "GET /JSP_Gall/jsp/image/question-mark.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:28:18 +0900] "GET /JSP_Gall/jsp/loginForm.jsp?url=http://localhost:9010/JSP_Gall/jsp/minor.jsp HTTP/1.1" 200 1839
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:28:26 +0900] "GET /JSP_Gall/jsp/loginForm.jsp?url=http://localhost:9010/JSP_Gall/jsp/minor.jsp HTTP/1.1" 200 1839
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:28:31 +0900] "POST /JSP_Gall/jsp/checkID.jsp?url=http://localhost:9010/JSP_Gall/jsp/minor.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:28:31 +0900] "GET /JSP_Gall/jsp/minor.jsp HTTP/1.1" 200 8724
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:28:33 +0900] "GET /JSP_Gall/jsp/createMinorForm.jsp HTTP/1.1" 200 17486
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:29:25 +0900] "POST /JSP_Gall/jsp/createMinor.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:29:25 +0900] "GET /JSP_Gall/jsp/createSucc.jsp HTTP/1.1" 200 6237
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:29:37 +0900] "GET /JSP_Gall/jsp/main.jsp HTTP/1.1" 200 14366
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:29:43 +0900] "GET /JSP_Gall/jsp/gallMain.jsp?idx=10 HTTP/1.1" 200 12373
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:29:43 +0900] "GET /JSP_Gall/jsp/image/no-pictures.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:30:47 +0900] "GET /JSP_Gall/jsp/loginSucc.jsp HTTP/1.1" 500 3247
0:0:0:0:0:0:0:1 - - [14/Feb/2023:11:31:25 +0900] "GET /JSP_Gall/jsp/joinSucc.jsp HTTP/1.1" 200 1914
